company,ticker,period,period_date,published_at,monthly_revenue,yoy_pct,source,source_url,knowledge_time_method,transport
南電,8046.TW,2025-11,2025-11-30T00:00:00+08:00,2025-12-10T23:59:59+08:00,3534352.0,37.13906122257347,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2025-12,2025-12-31T00:00:00+08:00,2026-01-10T23:59:59+08:00,11822372.0,26.884350946649604,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2025-12,2025-12-31T00:00:00+08:00,2026-01-10T23:59:59+08:00,3688833.0,25.23269587039305,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2025-12,2025-12-31T00:00:00+08:00,2026-01-10T23:59:59+08:00,3923814.0,46.57499194060817,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-01,2026-01-31T00:00:00+08:00,2026-02-10T23:59:59+08:00,12766959.0,34.47580022943224,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-01,2026-01-31T00:00:00+08:00,2026-02-10T23:59:59+08:00,3961154.0,54.94259797459837,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-01,2026-01-31T00:00:00+08:00,2026-02-10T23:59:59+08:00,3720425.0,44.98222027375907,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-02,2026-02-28T00:00:00+08:00,2026-03-10T23:59:59+08:00,11600477.0,16.175827288098986,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-02,2026-02-28T00:00:00+08:00,2026-03-10T23:59:59+08:00,3204487.0,9.999886721454576,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-02,2026-02-28T00:00:00+08:00,2026-03-10T23:59:59+08:00,3166126.0,12.840293857790531,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-03,2026-03-31T00:00:00+08:00,2026-04-10T23:59:59+08:00,13079019.0,23.26620570318607,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-03,2026-03-31T00:00:00+08:00,2026-04-10T23:59:59+08:00,3939324.0,25.056277045282904,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-03,2026-03-31T00:00:00+08:00,2026-04-10T23:59:59+08:00,4290690.0,39.034561868531405,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-04,2026-04-30T00:00:00+08:00,2026-05-10T23:59:59+08:00,13932815.0,27.63677460986582,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-04,2026-04-30T00:00:00+08:00,2026-05-10T23:59:59+08:00,4072319.0,26.75133939090044,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-04,2026-04-30T00:00:00+08:00,2026-05-10T23:59:59+08:00,4450857.0,39.466538235928184,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-05,2026-05-31T00:00:00+08:00,2026-06-10T23:59:59+08:00,14059973.0,32.37498119348985,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-05,2026-05-31T00:00:00+08:00,2026-06-10T23:59:59+08:00,4199867.0,33.02062993597388,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-05,2026-05-31T00:00:00+08:00,2026-06-10T23:59:59+08:00,4440287.0,35.82115712146277,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-06,2026-06-30T00:00:00+08:00,2026-07-10T23:59:59+08:00,14897030.0,36.310652605264934,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-06,2026-06-30T00:00:00+08:00,2026-07-10T23:59:59+08:00,4224069.0,32.26751795790304,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-06,2026-06-30T00:00:00+08:00,2026-07-10T23:59:59+08:00,4684331.0,50.02538145037134,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-07,2026-07-31T00:00:00+08:00,2026-08-10T23:59:59+08:00,16253637.0,43.69159138764762,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-07,2026-07-31T00:00:00+08:00,2026-08-10T23:59:59+08:00,4548833.0,35.85228262015483,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-07,2026-07-31T00:00:00+08:00,2026-08-10T23:59:59+08:00,5439751.0,50.241184043103516,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
欣興,3037.TW,2026-08,2026-08-31T00:00:00+08:00,2026-09-10T23:59:59+08:00,17745519.0,56.25723917867715,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
景碩,3189.TW,2026-08,2026-08-31T00:00:00+08:00,2026-09-10T23:59:59+08:00,4809631.0,40.57567965225748,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
南電,8046.TW,2026-08,2026-08-31T00:00:00+08:00,2026-09-10T23:59:59+08:00,5352700.0,40.59000155490278,FinMind TaiwanStockMonthRevenue (MOPS-derived),https://api.finmindtrade.com/api/v4/data,regulatory_deadline_proxy,finmind
