metric_id,period,period_date,published_at,change_pct,chain,dimension,title,source_url,source,knowledge_time_method
pcb_material_revenue_yoy,2025-06,2025-06-30T00:00:00+08:00,2025-07-22T23:59:59+08:00,1.6,CCL,physical_throughput,2025年6月台灣上市櫃PCB原物料營收YoY 1.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27445,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-06,2025-06-30T00:00:00+08:00,2025-07-15T23:59:59+08:00,18.23,Networking,physical_throughput,2025年6月 PCB上市櫃營收 YoY 18.23%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27418,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-06,2025-06-30T00:00:00+08:00,2025-07-15T23:59:59+08:00,7.58,Networking,physical_throughput,2025年6月台灣硬板出口YoY 7.58%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27419,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-07,2025-07-31T00:00:00+08:00,2025-08-19T23:59:59+08:00,-5.4,CCL,physical_throughput,2025年7月台灣CCL 出口YoY -5.4%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27540,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-07,2025-07-31T00:00:00+08:00,2025-08-19T23:59:59+08:00,-4.2,CCL,market_tightness,2025年7月台灣CCL 進口YoY -4.2%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27539,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-07,2025-07-31T00:00:00+08:00,2025-08-19T23:59:59+08:00,1.2,CCL,physical_throughput,2025年7月台灣上市櫃PCB原物料營收YoY 1.2%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27541,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-07,2025-07-31T00:00:00+08:00,2025-08-12T23:59:59+08:00,8.18,Networking,physical_throughput,2025年7月 PCB上市櫃營收 YoY 8.18%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27518,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-07,2025-07-31T00:00:00+08:00,2025-08-19T23:59:59+08:00,9.08,Networking,physical_throughput,2025年7月台灣硬板出口YoY9.08%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27546,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-08,2025-08-31T00:00:00+08:00,2025-09-16T23:59:59+08:00,5.6,CCL,physical_throughput,2025年8月台灣CCL 出口YoY 5.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27660,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-08,2025-08-31T00:00:00+08:00,2025-09-16T23:59:59+08:00,43.1,CCL,market_tightness,2025年8月台灣CCL 進口YoY 43.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27659,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-08,2025-08-31T00:00:00+08:00,2025-09-16T23:59:59+08:00,0.6,CCL,physical_throughput,2025年8月台灣上市櫃PCB原物料營收YoY 0.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27661,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-08,2025-08-31T00:00:00+08:00,2025-09-16T23:59:59+08:00,3.77,Networking,physical_throughput,2025年8月 PCB上市櫃營收 YoY 3.77%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27651,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-08,2025-08-31T00:00:00+08:00,2025-09-16T23:59:59+08:00,-6.27,Networking,physical_throughput,2025年8月台灣硬板出口YoY-6.27%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27653,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-09,2025-09-30T00:00:00+08:00,2025-10-28T23:59:59+08:00,10.2,CCL,physical_throughput,2025年9月台灣CCL 出口YoY 10.2%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27775,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-09,2025-09-30T00:00:00+08:00,2025-10-28T23:59:59+08:00,54.3,CCL,market_tightness,2025年9月台灣CCL 進口YoY 54.3%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27774,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-09,2025-09-30T00:00:00+08:00,2025-10-28T23:59:59+08:00,7.9,CCL,physical_throughput,2025年9月台灣上市櫃PCB原物料營收YoY 7.9%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27777,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-09,2025-09-30T00:00:00+08:00,2025-10-14T23:59:59+08:00,14.62,Networking,physical_throughput,2025年9月 PCB上市櫃營收 YoY 14.62%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27753,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-09,2025-09-30T00:00:00+08:00,2025-10-14T23:59:59+08:00,-5.19,Networking,physical_throughput,2025年9月台灣硬板出口YoY-5.19%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27756,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-10,2025-10-31T00:00:00+08:00,2025-11-18T23:59:59+08:00,24.8,CCL,physical_throughput,2025年10月台灣CCL 出口YoY 24.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27858,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-10,2025-10-31T00:00:00+08:00,2025-11-18T23:59:59+08:00,67.1,CCL,market_tightness,2025年10月台灣CCL 進口YoY 67.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27857,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-10,2025-10-31T00:00:00+08:00,2025-11-18T23:59:59+08:00,2.2,CCL,physical_throughput,2025年10月台灣上市櫃PCB原物料營收YoY 2.2%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27859,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-10,2025-10-31T00:00:00+08:00,2025-11-12T23:59:59+08:00,12.33,Networking,physical_throughput,2025年10月 PCB上市櫃營收 YoY 12.33%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27840,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-10,2025-10-31T00:00:00+08:00,2025-11-18T23:59:59+08:00,-10.0,Networking,physical_throughput,2025年10月台灣硬板出口YoY-10%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27862,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-11,2025-11-30T00:00:00+08:00,2025-12-22T23:59:59+08:00,27.6,CCL,physical_throughput,2025年11月台灣CCL 出口YoY 27.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27969,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-11,2025-11-30T00:00:00+08:00,2025-12-22T23:59:59+08:00,43.8,CCL,market_tightness,2025年11月台灣CCL 進口YoY 43.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27968,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-11,2025-11-30T00:00:00+08:00,2025-12-22T23:59:59+08:00,2.8,CCL,physical_throughput,2025年11月台灣上市櫃PCB原物料營收YoY 2.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27970,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-11,2025-11-30T00:00:00+08:00,2025-12-17T23:59:59+08:00,11.86,Networking,physical_throughput,2025年11月 PCB上市櫃營收 YoY 11.86%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27960,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-11,2025-11-30T00:00:00+08:00,2025-12-10T23:59:59+08:00,16.12,Networking,physical_throughput,2025年11月台灣硬板出口YoY16.12%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=27941,TPCA public industry chart,page_publication_date
ccl_export_yoy,2025-12,2025-12-31T00:00:00+08:00,2026-01-21T23:59:59+08:00,29.1,CCL,physical_throughput,2025年12月台灣CCL 出口YoY 29.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28228,TPCA public industry chart,page_publication_date
ccl_import_yoy,2025-12,2025-12-31T00:00:00+08:00,2026-01-21T23:59:59+08:00,34.7,CCL,market_tightness,2025年12月台灣CCL 進口YoY 34.7%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28227,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2025-12,2025-12-31T00:00:00+08:00,2026-01-21T23:59:59+08:00,5.5,CCL,physical_throughput,2025年12月台灣上市櫃PCB原物料營收YoY 5.5%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28229,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2025-12,2025-12-31T00:00:00+08:00,2026-01-14T23:59:59+08:00,23.95,Networking,physical_throughput,2025年12月 PCB上市櫃營收 YoY 23.95%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28196,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2025-12,2025-12-31T00:00:00+08:00,2026-01-14T23:59:59+08:00,9.38,Networking,physical_throughput,2025年12月台灣硬板出口YoY9.38%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28197,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-01,2026-01-31T00:00:00+08:00,2026-02-24T23:59:59+08:00,29.1,CCL,physical_throughput,2026年1月台灣CCL 出口YoY 29.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28321,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-01,2026-01-31T00:00:00+08:00,2026-02-24T23:59:59+08:00,66.7,CCL,market_tightness,2026年1月台灣CCL 進口YoY 66.7%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28320,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-01,2026-01-31T00:00:00+08:00,2026-02-24T23:59:59+08:00,23.51,CCL,physical_throughput,2026年1月台灣上市櫃PCB原物料營收YoY 23.51%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28322,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-01,2026-01-31T00:00:00+08:00,2026-02-11T23:59:59+08:00,29.77,Networking,physical_throughput,2026年1月 PCB上市櫃營收 YoY 29.77%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28298,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-01,2026-01-31T00:00:00+08:00,2026-02-11T23:59:59+08:00,39.06,Networking,physical_throughput,2026年1月台灣硬板出口YoY39.06%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28303,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-02,2026-02-28T00:00:00+08:00,2026-03-18T23:59:59+08:00,-2.4,CCL,physical_throughput,2026年2月台灣CCL 出口YoY -2.4%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28398,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-02,2026-02-28T00:00:00+08:00,2026-03-18T23:59:59+08:00,52.8,CCL,market_tightness,2026年2月台灣CCL 進口YoY 52.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28399,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-02,2026-02-28T00:00:00+08:00,2026-03-18T23:59:59+08:00,-0.34,CCL,physical_throughput,2026年2月台灣上市櫃PCB原物料營收YoY -0.34%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28396,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-02,2026-02-28T00:00:00+08:00,2026-03-10T23:59:59+08:00,11.01,Networking,physical_throughput,2026年2月 PCB上市櫃營收 YoY 11.01%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28354,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-02,2026-02-28T00:00:00+08:00,2026-03-10T23:59:59+08:00,-0.03,Networking,physical_throughput,2026年2月台灣硬板出口YoY-0.03%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28356,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-03,2026-03-31T00:00:00+08:00,2026-04-22T23:59:59+08:00,27.9,CCL,physical_throughput,2026年3月台灣CCL 出口YoY 27.9%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28516,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-03,2026-03-31T00:00:00+08:00,2026-04-22T23:59:59+08:00,67.8,CCL,market_tightness,2026年3月台灣CCL 進口YoY 67.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28517,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-03,2026-03-31T00:00:00+08:00,2026-04-22T23:59:59+08:00,23.8,CCL,physical_throughput,2026年3月台灣上市櫃PCB原物料營收YoY 23.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28518,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-03,2026-03-31T00:00:00+08:00,2026-04-14T23:59:59+08:00,22.87,Networking,physical_throughput,2026年3月 PCB上市櫃營收 YoY 22.87%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28490,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-03,2026-03-31T00:00:00+08:00,2026-04-14T23:59:59+08:00,17.21,Networking,physical_throughput,2026年3月台灣硬板出口YoY 17.21%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28489,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-04,2026-04-30T00:00:00+08:00,2026-05-18T23:59:59+08:00,10.0,CCL,physical_throughput,2026年4月台灣CCL 出口YoY 10.0%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28604,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-04,2026-04-30T00:00:00+08:00,2026-05-18T23:59:59+08:00,64.1,CCL,market_tightness,2026年4月台灣CCL 進口YoY 64.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28603,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-04,2026-04-30T00:00:00+08:00,2026-05-18T23:59:59+08:00,30.6,CCL,physical_throughput,2026年4月台灣上市櫃PCB原物料營收YoY 30.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28605,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-04,2026-04-30T00:00:00+08:00,2026-05-13T23:59:59+08:00,17.87,Networking,physical_throughput,2026年4月 PCB上市櫃營收 YoY 17.87%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28585,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-04,2026-04-30T00:00:00+08:00,2026-05-13T23:59:59+08:00,20.67,Networking,physical_throughput,2026年4月台灣硬板出口YoY20.67%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28584,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-05,2026-05-31T00:00:00+08:00,2026-06-23T23:59:59+08:00,32.8,CCL,physical_throughput,2026年5月台灣CCL 出口YoY 32.8%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28723,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-05,2026-05-31T00:00:00+08:00,2026-06-23T23:59:59+08:00,58.2,CCL,market_tightness,2026年5月台灣CCL 進口YoY 58.2%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28722,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-05,2026-05-31T00:00:00+08:00,2026-06-23T23:59:59+08:00,41.9,CCL,physical_throughput,2026年5月台灣上市櫃PCB原物料營收YoY 41.9%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28724,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-05,2026-05-31T00:00:00+08:00,2026-06-17T23:59:59+08:00,30.44,Networking,physical_throughput,2026年5月 PCB上市櫃營收 YoY 30.44%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28699,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-05,2026-05-31T00:00:00+08:00,2026-06-17T23:59:59+08:00,25.57,Networking,physical_throughput,2026年5月台灣硬板出口YoY25.57%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=28700,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-06,2026-06-30T00:00:00+08:00,2026-07-22T23:59:59+08:00,27.4,CCL,physical_throughput,2026年6月台灣CCL 出口YoY 27.4%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500268,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-06,2026-06-30T00:00:00+08:00,2026-07-22T23:59:59+08:00,65.3,CCL,market_tightness,2026年6月台灣CCL 進口YoY 65.3%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500267,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-06,2026-06-30T00:00:00+08:00,2026-07-22T23:59:59+08:00,45.3,CCL,physical_throughput,2026年6月台灣上市櫃PCB原物料營收YoY 45.3%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500264,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-06,2026-06-30T00:00:00+08:00,2026-07-15T23:59:59+08:00,32.08,Networking,physical_throughput,2026年6月 PCB上市櫃營收 YoY 32.08%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500238,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-06,2026-06-30T00:00:00+08:00,2026-07-15T23:59:59+08:00,33.43,Networking,physical_throughput,2026年6月台灣硬板出口YoY33.43%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500243,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-07,2026-07-31T00:00:00+08:00,2026-08-19T23:59:59+08:00,70.6,CCL,physical_throughput,2026年7月台灣CCL 出口YoY 70.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500352,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-07,2026-07-31T00:00:00+08:00,2026-08-19T23:59:59+08:00,68.4,CCL,market_tightness,2026年7月台灣CCL 進口YoY 68.4%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500351,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-07,2026-07-31T00:00:00+08:00,2026-08-19T23:59:59+08:00,55.1,CCL,physical_throughput,2026年7月台灣上市櫃PCB原物料營收YoY 55.1%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500353,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-07,2026-07-31T00:00:00+08:00,2026-08-11T23:59:59+08:00,37.6,Networking,physical_throughput,2026年7月 PCB上市櫃營收 YoY 37.6%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500324,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-07,2026-07-31T00:00:00+08:00,2026-08-11T23:59:59+08:00,26.91,Networking,physical_throughput,2026年7月台灣硬板出口YoY26.91%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500326,TPCA public industry chart,page_publication_date
ccl_export_yoy,2026-08,2026-08-31T00:00:00+08:00,2026-09-23T23:59:59+08:00,41.5,CCL,physical_throughput,2026年8月台灣CCL 出口YoY 41.5%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500499,TPCA public industry chart,page_publication_date
ccl_import_yoy,2026-08,2026-08-31T00:00:00+08:00,2026-09-23T23:59:59+08:00,63.0,CCL,market_tightness,2026年8月台灣CCL 進口YoY 63.0%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500500,TPCA public industry chart,page_publication_date
pcb_material_revenue_yoy,2026-08,2026-08-31T00:00:00+08:00,2026-09-23T23:59:59+08:00,59.3,CCL,physical_throughput,2026年8月台灣上市櫃PCB原物料營收YoY 59.3%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500497,TPCA public industry chart,page_publication_date
pcb_revenue_yoy,2026-08,2026-08-31T00:00:00+08:00,2026-09-16T23:59:59+08:00,40.9,Networking,physical_throughput,2026年8月 PCB上市櫃營收 YoY 40.9%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500469,TPCA public industry chart,page_publication_date
rigid_pcb_export_yoy,2026-08,2026-08-31T00:00:00+08:00,2026-09-16T23:59:59+08:00,32.36,Networking,physical_throughput,2026年8月台灣硬板出口YoY32.36%,https://www.tpca.org.tw/web/news_detail.php?menu_no=312&mod_no=184&news_no=500466,TPCA public industry chart,page_publication_date
